cluster,indice_global,sim_coseno_tfidf,sim_coseno_reducido,top_en_tfidf,top_en_reducido,coincide_en_ambos,comentario_cleaned,comentario,genero,lugar,edad
0,6,0.239407,1.0,False,True,False,aventura,aventura,mujer,salvatierra,19
0,12,0.443354,0.999996,True,True,True,cosa mayoria quedar lejos lugar delincuencia violencia poner malo finta ciudad general mala experiencia realmente gustariar quedar recomendar vengar vivir estudiar,"tiene muy pocas cosas para hacer, y las que hay en su mayoria quedan lejos. asi como muchos lugares, la delincuencia y violencia que hay ponen en muy mala finta a la ciudad. en general, aunque no he tenido muy malas experiencias, realmente no me gustaria quedarme ni recomendar que vengan a vivir/estudiar aqui",mujer,leon,20
0,3,0.278928,0.99999,False,True,False,salamanca ciudad gobierno querer hacer crecer inseguridad descuidado,"creo que salamanca podria ser una buena ciudad si el gobierno quisiera hacerla crecer, pero hay mucha inseguridad y todo se ve muy descuidado",mujer,irapuato,25
0,70,0.443354,0.999987,True,False,False,,,hombre,leon,20
0,17,0.439661,0.999912,True,False,False,,,hombre,leon,22
1,23,0.573915,0.99998,True,True,True,ciudad falta arbol atencion bache ciudad lugar ver bandalizado,"es una ciudad que le hacen falta arboles y atenciones como baches en la ciudad, ademas hay lugares que se ven bandalizados",mujer,irapuato,22
1,65,0.384276,0.99997,False,True,False,salamanca ciudad gobierno querer hacer crecer inseguridad descuidado,"creo que salamanca podria ser una buena ciudad si el gobierno quisiera hacerla crecer, pero hay mucha inseguridad y todo se ve muy descuidado",mujer,irapuato,25
1,26,0.348754,0.999955,False,True,False,salamanca,te bueno salamanca,hombre,guanajuato,20
1,43,0.528257,0.999767,True,False,False,salamanca ciudad opinion descuidado,salamanca es una ciudad algo grande pero en mi opinion esta algo descuidada.,hombre,otro,19
1,81,0.573915,0.999679,True,False,False,ciudad sucio mexico cerca refineria disgustar colocar sede ciudad tanto inseguridad suciedad,es de las ciudades mas sucias de mexico por tener aqui cerca la refineria. me disgusta que se haya colocado una sede de la ug en una ciudad con tanta inseguridad y suciedad.,mujer,guanajuato,20
2,89,0.560543,0.999995,False,True,False,naci visito universidad gustar jardin principal calid gente,"aqui naci lo visito por la universidad, me gusta su jardin principal y la calides de la gente",mujer,cortazar,21
2,31,0.560543,0.999992,False,True,False,ciudad potencial turistico brutalmente abandonado descuidar,una ciudad con potencial turistico pero brutalmente abandonada y descuidada,hombre,salamanca,21
2,15,0.652256,0.999989,True,True,True,llevar tiempo vivir general evito salir inseguridad,"llevo poco tiempo viviendo aqui, por lo general evito salir por la inseguridad.",mujer,michoacan,18
2,73,0.652256,0.999986,True,False,False,lugar sucio aire nivel inseguridad alto,"es un lugar muy sucio incluso en el aire, donde se tienen niveles de inseguridad bastante altos",hombre,guanajuato,26
2,114,0.618614,0.999746,True,False,False,opinar respeto persona salir casa mandado generalmente salgo inseguridad,"no puedo opinar mucho al respeto ya que soy de las personas que casi no salen de su casa mas que para el mandado, generalmente no salgo por la inseguridad",mujer,guanajuato,21
3,52,0.4461,0.999956,False,True,False,opinar respeto persona salir casa mandado generalmente salgo inseguridad,"no puedo opinar mucho al respeto ya que soy de las personas que casi no salen de su casa mas que para el mandado, generalmente no salgo por la inseguridad",mujer,guanajuato,21
3,110,0.4461,0.999954,False,True,False,vivir salamanca opinion genuin visitar lugar realmente unico centro unico lugar poder regular ciudad ciudad promedio guanajuato,"no vivo en salamanca, entonces mi opinion al respecto no es muy genuina porque he visitado pocas veces este lugar, pero realmente lo unico que he hecho es ir al centro, es como el unico lugar donde puedes hacer algo, me parece regular, no es una gran ciudad, es una ciudad bastante promedio en guanajuato",mujer,irapuato,20
3,42,0.581338,0.999918,False,True,False,sentir salamanca ciudad necesitar invertir seguridad ocurrir ciudad mexico considerar descuidar ciudad aspecto basico limpieza riego area verde mantenimiento general ultimamente percibir vida nocturno terminar impresion toque queda oficial razon pensar salamanca considerar ciudad turistico deber reconocer aspecto positivo fiesta tianguis ejemplo encontrar producto comida precio accesibl realizar evento especial feria elote feria nopal centro ciudad reactivo atraer persona ayudar impulsar comercio local vida lugar conclusion salamanca area importante mejorar tradicion actividad fortalecer economia local identidad,"siento que salamanca es una ciudad en la que todavia se necesita invertir mas en seguridad, como ocurre en muchas ciudades de mexico. sin embargo, considero que aqui se ha descuidado un poco la ciudad en aspectos basicos como la limpieza, el riego de areas verdes y el mantenimiento en general. ademas, ultimamente he percibido que la vida nocturna termina mas temprano, lo que da la impresion de un “toque de queda” no oficial. por estas razones, pienso que salamanca no es considerada una ciudad muy turistica. aun asi, debo reconocer que tiene aspectos positivos. durante las fiestas y en el tianguis, por ejemplo, se pueden encontrar muchos productos y comida a precios muy accesibles. tambien, cuando se realizan eventos especiales como la feria del elote o la feria del nopal, el centro de la ciudad se reactiva y atrae a mas personas, lo cual ayuda a impulsar el comercio local y le da mas vida al lugar. en conclusion, aunque salamanca tiene areas importantes por mejorar, tambien cuenta con tradiciones y actividades que fortalecen su economia local y su identidad.",mujer,irapuato,21
3,96,0.613484,0.999914,True,False,False,lugar inseguro contaminado aburrido atractivo apto turismo,"es un lugar bastante inseguro, contaminado, aburrido y poco atractivo, no es muy apto para el turismo",hombre,salamanca,20
3,100,0.581338,0.999782,True,False,False,lugar lindo cosa cambiar,es un lugar lindo pero hay muchas cosas que se pueden cambiar,mujer,salamanca,22
3,38,0.613484,0.999715,True,False,False,lugar lindo cosa cambiar,es un lugar lindo pero hay muchas cosas que se pueden cambiar,mujer,salamanca,22
4,54,0.7102,0.999998,True,True,True,conocer escuchar persona vivir lugar contaminado peligroso recordar escuchar cosa positivo lugar mercado,"no la conozco muy bien pero todo lo que escucho de personas que viven ahi y no son de ahi es que es un lugar muy contaminado y peligroso, y no recuerdo nunca haber escuchado cosas positivas del lugar que no sean sus mercados",hombre,irapuato,22
4,59,0.38087,0.999994,False,True,False,foraneo venir regreso diario ver viajar opinion completo,"soy foraneo, vengo y regreso diario, no he visto mucho y no viajo mucho asi que no podria dar una opinion muy completa",hombre,celaya,22
4,112,0.7102,0.999986,True,True,True,lugar promedio ofrecer turisticamente,un lugar muy promedio sin mucho que ofrecer turisticamente,hombre,salamanca,19
4,87,0.639554,0.999922,True,False,False,lugar vivir,es un buen lugar para vivir,hombre,salamanca,20
5,34,0.601102,1.0,True,True,True,lugar inseguro contaminado aburrido atractivo apto turismo,"es un lugar bastante inseguro, contaminado, aburrido y poco atractivo, no es muy apto para el turismo",hombre,salamanca,20
5,53,0.53791,0.999992,False,True,False,saquenmir ayudo,saquenme de aqui ayuda,mujer,cueramaro,21
5,86,0.417585,0.999991,False,True,False,lugar peligroso adaptar,es un lugar peligroso pero te adaptas,mujer,villagran,18
5,92,0.601102,0.999963,True,False,False,gobierno implementar cultura lugar atractivo inseguridad venir fuerte cerrar lugar malo gestion,el gobierno podria implementar una mayor cultura de lugares atractivos pero la inseguridad viene cada dia mas fuerte y cierran mas lugares debido a su mala gestion,mujer,salamanca,22
5,111,0.53791,0.999871,True,False,False,ciudad relativamente pequen cantidad establecimiento ofrecer variedad actividad comida comida salamanca delicios nieve empanada antojito mexicano taco cuestion variedad centro art casa cultura ofrecer espacio expresion artistico plaza cine restaurante centro historico interesante sentir seguro iluminado decoracion adicionalmente medio transporte publico comodo andar bici caminar ejemplo colonia bellavista alrededor zona bonito caminar ofrecer muchisir restaurante panaderia refineria ciudad definitivamente salud generar aroma asqueroso conductor paso cruz peatonal general conducir saltar rojo pasar musica alto volumen calle encender direccional conducir exceso velocidad tema seguridad personalmente sentir riesgo asaltar violentado ironicamen cruz peatonal inclusivir dirio tranquilo ciudad entidad irapuato celaya,"si bien es una ciudad relativamente pequena, cuenta con una gran cantidad de establecimientos que ofrecen variedad de actividades y comidas. la comida de salamanca es muy deliciosa, nieves, empanadas,, antojitos mexicanos y tacos. en cuestion de variedad, el centro de las artes y casa de la cultura ofrecen un espacio para la expresion artistica, y las plazas tienen cine y muchos restaurantes. tambien, centro historico es bastante interesante, uno se siente seguro ya que esta bien iluminado y la decoracion esta bien. adicionalmente, tiene buenos medios de transporte publico y es bastante comodo andar en bici o caminando. por ejemplo, la colonia bellavista y sus alrededores son una zona muy bonita para caminarla y ofrece muchisimos restaurantes y panaderias. por otro lado, la refineria en medio de la ciudad definitivamente no es algo bueno para la salud y nos genera un aroma asqueroso. ademas, los conductores casi nunca dan el paso en cruces peatonales y en general conducen mal; se saltan rojos, pasan con musica a alto volumen por las calles, no encienden sus direccionales, conducen a exceso de velocidad, etc. ahora, en temas de seguridad, personalmente nunca me he sentido en riesgo de ser asaltado o violentado, mas que ironicamente en los cruces peatonales, inclusive diria que esta mas tranquilo que otras ciudades de la entidad como irapuato o celaya.",hombre,irapuato,23
6,18,0.732273,0.999994,True,True,True,ciudad inseguro visito universidad asisto lugar concurrido amigo disfrutar lugar atractivo pasar rato ciudad contaminado humo salir empresa pemex destino turistico valgar pena carino amigo familiar vivir,"es una ciudad bastante insegura, la visito por la universidad y de vez en cuando asisto a lugares concurridos con mis amigos para disfrutar. sin embargo no tiene lugares atractivos para pasar el rato. es una ciudad muy contaminada y siempre se ve mucho humo saliendo de las empresas de pemex. no tiene destinos turisticos que valgan la pena. le tengo carino por mis amigos y familiares que viven ahi.",hombre,irapuato,20
6,37,0.725937,0.99999,False,True,False,gastronomia lugar atractivo visitar,"tiene muy buena gastronomia, pero creo que no es un lugar muy atractivo para visitar",hombre,irapuato,24
6,95,0.725937,0.999976,True,True,True,vetir,vete de aqui lo mas pronto posible. :dd,hombre,guanajuato,22
6,76,0.732273,0.999961,True,False,False,desconocer mayoria aspecto preguntar encuesta visitar centro,desconozco la mayoria de aspectos que se preguntan en esta encuesta ya que nunca he visitado el centro,hombre,abasolo,19
7,40,0.675517,0.999999,True,True,True,feo peligroso salir noche,esta muy feo... es peligroso salir ya sea de dia o de noche,mujer,guanajuato,19
7,98,0.675517,0.999997,True,True,True,pesimo sistema transporte horario vespertino semana sucio calle gobierno hablar cultura valorar paisaje natural increibl privatizado ecoparque agradable seco estanque variedad gastronomia precio turistico potencial lastimo gobierno interesar,"pesimo sistema de transporte en horarios vespertinos o de fin de semana, muy sucias sus calles, su gobierno ni hablar, sin embargo, tiene mucha cultura solo q no es valorada como es debido y vaya q si tiene paisajes naturales increibles, aunque privatizados y el ecoparque tambien es agradable, aunque seco el estanque ;( y la variedad de gastronomia como sus precios son muy buenos. en la parte turistica tiene mucho potencial lastima q al gobierno no le interesa.",mujer,guanajuato,27
7,61,0.442265,0.999945,False,True,False,transporte ejemplo caso desconocer dema igual deberio limitar necesitar regresar tocar pedir uber caro considerar cosa comer plan limitar salir comer comida relacion calidadprecio deberio cuidar higiene comodidad transporte publico deficiente conductor ofendar paguser precio estudiante,"creo que el transporte, por ejemplo en mi caso, ya que desconozco si los demas son iguales, no deberia limitarse a las 7pm, porque muchas veces necesitamos regresar mas tarde incluso 7:30 y ya toca pedir un uber que es mas caro. tambien considero que hay muy pocas cosas para hacer e incluso para comer cuando el plan se limita a ""vamos a salir a comer"" porque no hay mucha comida de buena relacion calidad-precio. y pues tambien creo que deberia de cuidarse la higiene y comodidad del transporte publico, porque creo que si es deficiente. y que los conductores no se ofendan cuando les pagues ""precio de estudiante"".",mujer,valle de santiago,22
7,94,0.596333,0.99975,True,False,False,opinion salamanca convertir malo inseguridad vivir actualmente aparte tanto atraccion social estancia visita,"mi opinion es que salamanca se convierte en algo malo por su inseguridad que vive actualmente, aparte de que no cuenta con tantas atracciones sociales para la estancia o visita",hombre,guanajuato,20
8,55,0.78027,0.999988,True,True,True,lugar punto inter demasiado contaminacion peligroso interesante poder,"creo que no es un lugar al cual sea un punto de interes para conocer, me parece que hay demasiada contaminacion, es muy peligroso y no hay nada interesante que puedas hacer",hombre,salvatierra,20
8,20,0.78027,0.99997,False,True,False,peligroso bonito,un poco peligroso pero bonito,otro,valle de santiago,27
8,113,0.78027,0.999963,True,True,True,principal ventaja raro encontrar trafico tiempo traslado sencillo rapido falta variedad establecimiento actividad recreativa,su principal ventaja es que es raro encontrar trafico y los tiempos de traslado son sencillos y rapidos pero le hace falta mas variedad de establecimientos asi como actividades recreativas.,hombre,guanajuato,20
8,78,0.78027,0.999936,True,False,False,lugar inseguro,es un lugar un poco inseguro,mujer,salamanca,20
9,93,0.764977,0.999998,True,True,True,ciudad potencial turistico brutalmente abandonado descuidar,una ciudad con potencial turistico pero brutalmente abandonada y descuidada,hombre,salamanca,21
9,32,0.764977,0.999998,False,True,False,opinion salamanca convertir malo inseguridad vivir actualmente aparte tanto atraccion social estancia visita,"mi opinion es que salamanca se convierte en algo malo por su inseguridad que vive actualmente, aparte de que no cuenta con tantas atracciones sociales para la estancia o visita",hombre,guanajuato,20
9,90,0.764977,0.999995,True,True,True,,.,hombre,salamanca,20
9,35,0.764977,0.999994,True,False,False,gustar ciudad pequen trafico lugar lindo afuera ciudad vistas bonitas hiking ruta bici restaurante valor agregado,"me gusta la ciudad porque es pequena, no tiene trafico, tiene lugares muy lindos a las afueras de la ciudad para vistas bonitas, hacer hiking, rutas de bici etc... y son pocos los buenos restaurantes pero con valor agregado c/u.",mujer,leon,20
